CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL_ADDRESS,COMPANY_NAME,PHONE_NUMBER,ADDRESS_LINE_1,ADDRESS_LINE_2,CITY_NAME,STATE_NAME,POSTAL_CODE,COUNTRY_NAME
12,JAMIE,JOHNSON,JAMIE.JOHNSON012@EXAMPLE.COM,CONTOSO,555-012-1012,112 MAIN ST,APT 13,SEATTLE,WA,10012,USA
13,TAYLOR,WILLIAMS,TAYLOR.WILLIAMS013@EXAMPLE.COM,FABRIKAM,555-013-1013,113 MAIN ST,,AUSTIN,TX,10013,USA
14,MORGAN,BROWN,MORGAN.BROWN014@EXAMPLE.COM,ADVENTUREWORKS,555-014-1014,114 MAIN ST,,DENVER,CO,10014,USA
15,CASEY,JONES,CASEY.JONES015@EXAMPLE.COM,WOODGROVE,555-015-1015,115 MAIN ST,APT 16,MIAMI,FL,10015,USA
16,RILEY,GARCIA,RILEY.GARCIA016@EXAMPLE.COM,LITWARE,555-016-1016,116 MAIN ST,,CHICAGO,IL,10016,USA
17,JORDAN,MILLER,JORDAN.MILLER017@EXAMPLE.COM,COHO,555-017-1017,117 MAIN ST,,PHOENIX,AZ,10017,USA
18,SKYLER,DAVIS,SKYLER.DAVIS018@EXAMPLE.COM,PROSEWARE,555-018-1018,118 MAIN ST,APT 19,ATLANTA,GA,10018,USA
19,DREW,RODRIGUEZ,DREW.RODRIGUEZ019@EXAMPLE.COM,TAILSPIN,555-019-1019,119 MAIN ST,,PORTLAND,OR,10019,USA
20,QUINN,MARTINEZ,QUINN.MARTINEZ020@EXAMPLE.COM,WINGTIP,555-020-1020,120 MAIN ST,,DALLAS,NY,10020,USA
21,ALEX,SMITH,ALEX.SMITH021@EXAMPLE.COM,NORTHWIND,555-021-1021,121 MAIN ST,APT 22,BOSTON,MA,10021,USA
22,JAMIE,JOHNSON,JAMIE.JOHNSON022@EXAMPLE.COM,CONTOSO,555-022-1022,122 MAIN ST,,SEATTLE,WA,10022,USA
23,TAYLOR,WILLIAMS,TAYLOR.WILLIAMS023@EXAMPLE.COM,FABRIKAM,555-023-1023,123 MAIN ST,,AUSTIN,TX,10023,USA
24,MORGAN,BROWN,MORGAN.BROWN024@EXAMPLE.COM,ADVENTUREWORKS,555-024-1024,124 MAIN ST,APT 25,DENVER,CO,10024,USA
25,CASEY,JONES,CASEY.JONES025@EXAMPLE.COM,WOODGROVE,555-025-1025,125 MAIN ST,,MIAMI,FL,10025,USA
26,RILEY,GARCIA,RILEY.GARCIA026@EXAMPLE.COM,LITWARE,555-026-1026,126 MAIN ST,,CHICAGO,IL,10026,USA
27,JORDAN,MILLER,JORDAN.MILLER027@EXAMPLE.COM,COHO,555-027-1027,127 MAIN ST,APT 28,PHOENIX,AZ,10027,USA
28,SKYLER,DAVIS,SKYLER.DAVIS028@EXAMPLE.COM,PROSEWARE,555-028-1028,128 MAIN ST,,ATLANTA,GA,10028,USA
29,DREW,RODRIGUEZ,DREW.RODRIGUEZ029@EXAMPLE.COM,TAILSPIN,555-029-1029,129 MAIN ST,,PORTLAND,OR,10029,USA
30,QUINN,MARTINEZ,QUINN.MARTINEZ030@EXAMPLE.COM,WINGTIP,555-030-1030,130 MAIN ST,APT 31,DALLAS,NY,10030,USA
31,ALEX,SMITH,ALEX.SMITH031@EXAMPLE.COM,NORTHWIND,555-031-1031,131 MAIN ST,,BOSTON,MA,10031,USA
32,JAMIE,JOHNSON,JAMIE.JOHNSON032@EXAMPLE.COM,CONTOSO,555-032-1032,132 MAIN ST,,SEATTLE,WA,10032,USA
33,TAYLOR,WILLIAMS,TAYLOR.WILLIAMS033@EXAMPLE.COM,FABRIKAM,555-033-1033,133 MAIN ST,APT 34,AUSTIN,TX,10033,USA
34,MORGAN,BROWN,MORGAN.BROWN034@EXAMPLE.COM,ADVENTUREWORKS,555-034-1034,134 MAIN ST,,DENVER,CO,10034,USA
35,CASEY,JONES,CASEY.JONES035@EXAMPLE.COM,WOODGROVE,555-035-1035,135 MAIN ST,,MIAMI,FL,10035,USA
36,RILEY,GARCIA,RILEY.GARCIA036@EXAMPLE.COM,LITWARE,555-036-1036,136 MAIN ST,APT 37,CHICAGO,IL,10036,USA
37,JORDAN,MILLER,JORDAN.MILLER037@EXAMPLE.COM,COHO,555-037-1037,137 MAIN ST,,PHOENIX,AZ,10037,USA
38,SKYLER,DAVIS,SKYLER.DAVIS038@EXAMPLE.COM,PROSEWARE,555-038-1038,138 MAIN ST,,ATLANTA,GA,10038,USA
39,DREW,RODRIGUEZ,DREW.RODRIGUEZ039@EXAMPLE.COM,TAILSPIN,555-039-1039,139 MAIN ST,APT 40,PORTLAND,OR,10039,USA
40,QUINN,MARTINEZ,QUINN.MARTINEZ040@EXAMPLE.COM,WINGTIP,555-040-1040,140 MAIN ST,,DALLAS,NY,10040,USA
41,ALEX,SMITH,ALEX.SMITH041@EXAMPLE.COM,NORTHWIND,555-041-1041,141 MAIN ST,,BOSTON,MA,10041,USA
42,JAMIE,JOHNSON,JAMIE.JOHNSON042@EXAMPLE.COM,CONTOSO,555-042-1042,142 MAIN ST,APT 43,SEATTLE,WA,10042,USA
43,TAYLOR,WILLIAMS,TAYLOR.WILLIAMS043@EXAMPLE.COM,FABRIKAM,555-043-1043,143 MAIN ST,,AUSTIN,TX,10043,USA
44,MORGAN,BROWN,MORGAN.BROWN044@EXAMPLE.COM,ADVENTUREWORKS,555-044-1044,144 MAIN ST,,DENVER,CO,10044,USA
45,CASEY,JONES,CASEY.JONES045@EXAMPLE.COM,WOODGROVE,555-045-1045,145 MAIN ST,APT 46,MIAMI,FL,10045,USA
46,RILEY,GARCIA,RILEY.GARCIA046@EXAMPLE.COM,LITWARE,555-046-1046,146 MAIN ST,,CHICAGO,IL,10046,USA
47,JORDAN,MILLER,JORDAN.MILLER047@EXAMPLE.COM,COHO,555-047-1047,147 MAIN ST,,PHOENIX,AZ,10047,USA
48,SKYLER,DAVIS,SKYLER.DAVIS048@EXAMPLE.COM,PROSEWARE,555-048-1048,148 MAIN ST,APT 49,ATLANTA,GA,10048,USA
49,DREW,RODRIGUEZ,DREW.RODRIGUEZ049@EXAMPLE.COM,TAILSPIN,555-049-1049,149 MAIN ST,,PORTLAND,OR,10049,USA
50,QUINN,MARTINEZ,QUINN.MARTINEZ050@EXAMPLE.COM,WINGTIP,555-050-1050,150 MAIN ST,,DALLAS,NY,10050,USA
51,ALEX,SMITH,ALEX.SMITH051@EXAMPLE.COM,NORTHWIND,555-051-1051,151 MAIN ST,APT 2,BOSTON,MA,10051,USA
52,JAMIE,JOHNSON,JAMIE.JOHNSON052@EXAMPLE.COM,CONTOSO,555-052-1052,152 MAIN ST,,SEATTLE,WA,10052,USA
53,TAYLOR,WILLIAMS,TAYLOR.WILLIAMS053@EXAMPLE.COM,FABRIKAM,555-053-1053,153 MAIN ST,,AUSTIN,TX,10053,USA
54,MORGAN,BROWN,MORGAN.BROWN054@EXAMPLE.COM,ADVENTUREWORKS,555-054-1054,154 MAIN ST,APT 5,DENVER,CO,10054,USA
55,CASEY,JONES,CASEY.JONES055@EXAMPLE.COM,WOODGROVE,555-055-1055,155 MAIN ST,,MIAMI,FL,10055,USA
56,RILEY,GARCIA,RILEY.GARCIA056@EXAMPLE.COM,LITWARE,555-056-1056,156 MAIN ST,,CHICAGO,IL,10056,USA
57,JORDAN,MILLER,JORDAN.MILLER057@EXAMPLE.COM,COHO,555-057-1057,157 MAIN ST,APT 8,PHOENIX,AZ,10057,USA
58,SKYLER,DAVIS,SKYLER.DAVIS058@EXAMPLE.COM,PROSEWARE,555-058-1058,158 MAIN ST,,ATLANTA,GA,10058,USA
59,DREW,RODRIGUEZ,DREW.RODRIGUEZ059@EXAMPLE.COM,TAILSPIN,555-059-1059,159 MAIN ST,,PORTLAND,OR,10059,USA
60,QUINN,MARTINEZ,QUINN.MARTINEZ060@EXAMPLE.COM,WINGTIP,555-060-1060,160 MAIN ST,APT 11,DALLAS,NY,10060,USA
61,ALEX,SMITH,ALEX.SMITH061@EXAMPLE.COM,NORTHWIND,555-061-1061,161 MAIN ST,,BOSTON,MA,10061,USA
62,JAMIE,JOHNSON,JAMIE.JOHNSON062@EXAMPLE.COM,CONTOSO,555-062-1062,162 MAIN ST,,SEATTLE,WA,10062,USA
63,TAYLOR,WILLIAMS,TAYLOR.WILLIAMS063@EXAMPLE.COM,FABRIKAM,555-063-1063,163 MAIN ST,APT 14,AUSTIN,TX,10063,USA
64,MORGAN,BROWN,MORGAN.BROWN064@EXAMPLE.COM,ADVENTUREWORKS,555-064-1064,164 MAIN ST,,DENVER,CO,10064,USA
65,CASEY,JONES,CASEY.JONES065@EXAMPLE.COM,WOODGROVE,555-065-1065,165 MAIN ST,,MIAMI,FL,10065,USA
66,RILEY,GARCIA,RILEY.GARCIA066@EXAMPLE.COM,LITWARE,555-066-1066,166 MAIN ST,APT 17,CHICAGO,IL,10066,USA
67,JORDAN,MILLER,JORDAN.MILLER067@EXAMPLE.COM,COHO,555-067-1067,167 MAIN ST,,PHOENIX,AZ,10067,USA
68,SKYLER,DAVIS,SKYLER.DAVIS068@EXAMPLE.COM,PROSEWARE,555-068-1068,168 MAIN ST,,ATLANTA,GA,10068,USA
69,DREW,RODRIGUEZ,DREW.RODRIGUEZ069@EXAMPLE.COM,TAILSPIN,555-069-1069,169 MAIN ST,APT 20,PORTLAND,OR,10069,USA
70,QUINN,MARTINEZ,QUINN.MARTINEZ070@EXAMPLE.COM,WINGTIP,555-070-1070,170 MAIN ST,,DALLAS,NY,10070,USA
71,ALEX,SMITH,ALEX.SMITH071@EXAMPLE.COM,NORTHWIND,555-071-1071,171 MAIN ST,,BOSTON,MA,10071,USA
72,JAMIE,JOHNSON,JAMIE.JOHNSON072@EXAMPLE.COM,CONTOSO,555-072-1072,172 MAIN ST,APT 23,SEATTLE,WA,10072,USA
73,TAYLOR,WILLIAMS,TAYLOR.WILLIAMS073@EXAMPLE.COM,FABRIKAM,555-073-1073,173 MAIN ST,,AUSTIN,TX,10073,USA
74,MORGAN,BROWN,MORGAN.BROWN074@EXAMPLE.COM,ADVENTUREWORKS,555-074-1074,174 MAIN ST,,DENVER,CO,10074,USA
75,CASEY,JONES,CASEY.JONES075@EXAMPLE.COM,WOODGROVE,555-075-1075,175 MAIN ST,APT 26,MIAMI,FL,10075,USA
76,RILEY,GARCIA,RILEY.GARCIA076@EXAMPLE.COM,LITWARE,555-076-1076,176 MAIN ST,,CHICAGO,IL,10076,USA
77,JORDAN,MILLER,JORDAN.MILLER077@EXAMPLE.COM,COHO,555-077-1077,177 MAIN ST,,PHOENIX,AZ,10077,USA
78,SKYLER,DAVIS,SKYLER.DAVIS078@EXAMPLE.COM,PROSEWARE,555-078-1078,178 MAIN ST,APT 29,ATLANTA,GA,10078,USA
79,DREW,RODRIGUEZ,DREW.RODRIGUEZ079@EXAMPLE.COM,TAILSPIN,555-079-1079,179 MAIN ST,,PORTLAND,OR,10079,USA
80,QUINN,MARTINEZ,QUINN.MARTINEZ080@EXAMPLE.COM,WINGTIP,555-080-1080,180 MAIN ST,,DALLAS,NY,10080,USA
81,ALEX,SMITH,ALEX.SMITH081@EXAMPLE.COM,NORTHWIND,555-081-1081,181 MAIN ST,APT 32,BOSTON,MA,10081,USA
82,JAMIE,JOHNSON,JAMIE.JOHNSON082@EXAMPLE.COM,CONTOSO,555-082-1082,182 MAIN ST,,SEATTLE,WA,10082,USA
83,TAYLOR,WILLIAMS,TAYLOR.WILLIAMS083@EXAMPLE.COM,FABRIKAM,555-083-1083,183 MAIN ST,,AUSTIN,TX,10083,USA
84,MORGAN,BROWN,MORGAN.BROWN084@EXAMPLE.COM,ADVENTUREWORKS,555-084-1084,184 MAIN ST,APT 35,DENVER,CO,10084,USA
85,CASEY,JONES,CASEY.JONES085@EXAMPLE.COM,WOODGROVE,555-085-1085,185 MAIN ST,,MIAMI,FL,10085,USA
86,RILEY,GARCIA,RILEY.GARCIA086@EXAMPLE.COM,LITWARE,555-086-1086,186 MAIN ST,,CHICAGO,IL,10086,USA
87,JORDAN,MILLER,JORDAN.MILLER087@EXAMPLE.COM,COHO,555-087-1087,187 MAIN ST,APT 38,PHOENIX,AZ,10087,USA
88,SKYLER,DAVIS,SKYLER.DAVIS088@EXAMPLE.COM,PROSEWARE,555-088-1088,188 MAIN ST,,ATLANTA,GA,10088,USA
89,DREW,RODRIGUEZ,DREW.RODRIGUEZ089@EXAMPLE.COM,TAILSPIN,555-089-1089,189 MAIN ST,,PORTLAND,OR,10089,USA
90,QUINN,MARTINEZ,QUINN.MARTINEZ090@EXAMPLE.COM,WINGTIP,555-090-1090,190 MAIN ST,APT 41,DALLAS,NY,10090,USA
91,ALEX,SMITH,ALEX.SMITH091@EXAMPLE.COM,NORTHWIND,555-091-1091,191 MAIN ST,,BOSTON,MA,10091,USA
92,JAMIE,JOHNSON,JAMIE.JOHNSON092@EXAMPLE.COM,CONTOSO,555-092-1092,192 MAIN ST,,SEATTLE,WA,10092,USA
93,TAYLOR,WILLIAMS,TAYLOR.WILLIAMS093@EXAMPLE.COM,FABRIKAM,555-093-1093,193 MAIN ST,APT 44,AUSTIN,TX,10093,USA
94,MORGAN,BROWN,MORGAN.BROWN094@EXAMPLE.COM,ADVENTUREWORKS,555-094-1094,194 MAIN ST,,DENVER,CO,10094,USA
95,CASEY,JONES,CASEY.JONES095@EXAMPLE.COM,WOODGROVE,555-095-1095,195 MAIN ST,,MIAMI,FL,10095,USA
96,RILEY,GARCIA,RILEY.GARCIA096@EXAMPLE.COM,LITWARE,555-096-1096,196 MAIN ST,APT 47,CHICAGO,IL,10096,USA
97,JORDAN,MILLER,JORDAN.MILLER097@EXAMPLE.COM,COHO,555-097-1097,197 MAIN ST,,PHOENIX,AZ,10097,USA
98,SKYLER,DAVIS,SKYLER.DAVIS098@EXAMPLE.COM,PROSEWARE,555-098-1098,198 MAIN ST,,ATLANTA,GA,10098,USA
99,DREW,RODRIGUEZ,DREW.RODRIGUEZ099@EXAMPLE.COM,TAILSPIN,555-099-1099,199 MAIN ST,APT 50,PORTLAND,OR,10099,USA
100,QUINN,MARTINEZ,QUINN.MARTINEZ100@EXAMPLE.COM,WINGTIP,555-100-1100,200 MAIN ST,,DALLAS,NY,10100,USA
